Job Title,Company Name,Job Location,Salary Information,Mode of Work,Industry,State,Lower Salary Range USD(k/yr),Upper Salary Range USD(k/yr),Mean Salary Range USD(k/yr)
RN ED,NeighborHealth,"Boston, MA",$50/hr - $70/hr · Evenings +2 · Emergency Department,On-site,Other,MA,104.0,145.6,124.8
Remote Outpatient Psychiatrist Positions in Minnesota,Talkiatry,"Minnesota, United States","$300K/yr - $350K/yr · Vision, 401(k), +6 benefits",Remote,Other,MN,300.0,350.0,325.0
Director - Claims Administration ,Community Health Group,"Chula Vista, CA",$160.2K/yr - $196.3K/yr · 5 benefits,On-site,Other,CA,160.2,196.3,178.25
"Full-Time Paramedic - Manchester & Nashua, NH ",American Medical Response,"Portsmouth, NH",$25.50/hr - $42.59/hr,On-site,Other,NH,53.04,88.58720000000001,70.81360000000001
MILLVILLE WALKIN HC - NP/PHY A-HOURLY,Beebe Healthcare,"Millville, DE",$105K/yr - $185K/yr · Pediatrics & Neonatal +4,On-site,Other,DE,105.0,185.0,145.0
General Ledger Accountant ,Venteon,Detroit Metropolitan Area,"$85K/yr - $100K/yr · Vision, +3 benefits",Hybrid,Business,,85.0,100.0,92.5
"Care Manager, RN ",TekWissen ®,"Wilmington, DE",$53/hr · Medical,On-site,Other,DE,110.24,110.24,110.24
Administrative Control Clerk - FT - Evening Shift ,Erie County Medical Center Corporation,"Buffalo, NY",$21.26/hr - $25.91/hr,On-site,Other,NY,44.220800000000004,53.8928,49.0568
Pediatric Nurse Supervisor ,Care Options for Kids,"Bala-Cynwyd, PA",$85K/yr - $90K/yr + Bonus · 4 benefits,Hybrid,Health,PA,85.0,90.0,87.5
Helicopter Pilot - HAA,Med-Trans Corporation,"Cleveland, TN",$15K/yr - $93.8K/yr · 401(k),On-site,Other,TN,15.0,93.8,54.4
Ultrasound Technologist (PRN),"Houston Cancer Institute, PA","Houston, TX",$30/hr,On-site,Other,TX,62.4,62.4,62.4
Advanced Practice Provider CVICU ,University of Kentucky,"Lexington, KY",$95K/yr - $186K/yr · Night +1 · Critical and Intensive Care +1,On-site,Other,KY,95.0,186.0,140.5
Family Medicine Physician ,One Medical,"Fairfax, VA","$244K/yr - $260K/yr · 401(k), +3 benefits",On-site,Other,VA,244.0,260.0,252.0
Full Charge Bookkeeper,Staff Financial Group,"Atlanta, GA",$65K/yr - $85K/yr · 5 benefits,On-site,Other,GA,65.0,85.0,75.0
Xray Technician,Pride Health,"Morristown, NJ",$50/hr - $56/hr,On-site,Other,NJ,104.0,116.48,110.24000000000001
Physical Therapist Assistant - Outpatient $5K Bonus,NovaCare Rehabilitation,"Columbus, OH",$22/hr · 401(k),On-site,Other,OH,45.76,45.76,45.76
Helicopter Pilot - HAA,Med-Trans Corporation,"Jenkins, KY",$98.1K/yr - $107.9K/yr · 401(k),On-site,Other,KY,98.1,107.9,103.0
Bereavement Counselor - West Palm Beach ,Trustbridge,"West Palm Beach, FL","$23/hr - $29/hr · 401(k), +1",On-site,Law,FL,47.84,60.32,54.08
"Remote, Wellness Nurse Practitioner",Accessum Health,Denver Metropolitan Area,$75/hr - $83/hr · Day · Primary Care,Remote,Health,,156.0,172.64,164.32
RN DPS - Director of Patient Services - Home Health,Compass Healthcare Consulting and Placement,New York City Metropolitan Area,$160K/yr - $180K/yr · 4 benefits,On-site,Health,NY,160.0,180.0,170.0
Registered Nurse,Confidential,"Charlotte, NC",$32/hr - $45/hr · Evenings +2 · Home Health,On-site,Health,NC,66.56,93.6,80.08
"Outpatient Psychiatrist- Remote, Telehealth",Talkiatry,"New Jersey, United States","$300K/yr - $350K/yr · Vision, 401(k), +6 benefits",Remote,Health,NJ,300.0,350.0,325.0
Senior Salesforce Scrum Master  ,TekWissen ®,United States,$58.67/hr - $73.67/hr · Medical,Remote,Retail,,122.0336,153.2336,137.6336
Program Director,TAG MedStaffing,"Staten Island, NY",$87K/yr - $92K/yr · 5 benefits,On-site,Other,NY,87.0,92.0,89.5
"Senior Product Development Scientist - Nutrition - Columbus, OH ",Abbott,"Columbus, OH","$83K/yr - $166K/yr · 401(k), +1",On-site,Other,OH,83.0,166.0,124.5
Manager of Latinx Programs,"Planned Parenthood of Wisconsin, Inc.","Milwaukee, WI","$60.6K/yr · Medical, 401(k), +1",On-site,Other,WI,60.6,60.6,60.6
Lead Mental Health Therapist,Pacific Clinics,"Santa Fe Springs, CA","$69.9K/yr - $86.0K/yr · 401(k), +1",On-site,Health,CA,69.9,86.0,77.95
Podiatrist,Ridgeland Foot & Ankle Ctr,Greater Chicago Area,$50K/yr - $250K/yr,On-site,Other,,50.0,250.0,150.0
Weekend LPN Needed!! ,MGA Homecare,"Fayetteville, NC",$80K/yr · Home Health · 401(k),On-site,Other,NC,80.0,80.0,80.0
PL/SQL Developer ,Ascendion,United States,"$90K/yr - $100K/yr · 401(k), Medical, Vision, Dental, +1",Remote,Tech,,90.0,100.0,95.0
Field Service Engineer,HireSource Solutions,Atlanta Metropolitan Area,"$78K/yr - $85K/yr + Bonus, Overtime · 8 benefits",Hybrid,Tech,,78.0,85.0,81.5
PCA/Nurse Assistant - Float Pool - Chula Vista/Hillcrest ,Scripps Health,"San Diego, CA",$23.46/hr - $29.25/hr · Night,On-site,Health,CA,48.796800000000005,60.84,54.818400000000004
Registered Dental Hygienist,Chester County Dental Arts,"Thorndale, PA","$90K/yr - $100K/yr + Bonus, Commission, Profit sharing · Medical, 401(k)",On-site,Other,PA,90.0,100.0,95.0
"Family Nurse Practitioner (Part Time 24 hrs with Full Benefits) Centennial, CO ",Marathon Health,"Englewood, CO","$75K/yr - $87K/yr · Primary Care · 401(k), +1",On-site,Health,CO,75.0,87.0,81.0
Operating Room RN,Pulse Clinical Alliance,Oklahoma City Metropolitan Area,$58K/yr - $94K/yr · Day · Perioperative & Operating Room,On-site,Other,OK,58.0,94.0,76.0
"Dental Hygienist/Dental Assistant Community Health Navigator - Fort Lauderdale, FL",HOMELAND LLC,"Fort Lauderdale, FL","$55K/yr - $74K/yr · 401(k), +5 benefits",Remote,Health,FL,55.0,74.0,64.5
Xray Technician,Medical Essential Diagnostics,"Marlton, NJ",$30/hr - $40/hr,On-site,Other,NJ,62.4,83.2,72.8
Lactation Specialist and Childbirth Educator ,Eisenhower Health,"Rancho Mirage, CA",$32.21/hr - $48.56/hr · 8 benefits,On-site,Other,CA,66.99680000000001,101.0048,84.0008
Mainframe System Engineer ,Charter Global,"Reston, VA",$70/hr - $75/hr,Remote,Tech,VA,145.6,156.0,150.8
Remote Outpatient Psychiatrist Positions in Oregon!,Talkiatry,"Oregon, United States","$300K/yr - $350K/yr · Vision, 401(k), +6 benefits",Remote,Other,OR,300.0,350.0,325.0
Account Executive ,Moments Hospice,"Des Plaines, IL","$65K/yr - $85K/yr + Bonus, Commission · 6 benefits",On-site,Business,IL,65.0,85.0,75.0
Visiting Nurse- Nassau County $15K SIGN ON BONUS,Americare Jobs,"Nassau County, NY",$95K/yr - $110K/yr + Sign-on  · Day · Home Health,On-site,Health,NY,95.0,110.0,102.5
Regional MDS (RN),NewGen Administrative Services,"Sacramento, CA",$137K/yr - $160K/yr · 5 benefits,On-site,Other,CA,137.0,160.0,148.5
Senior Certified Medical Coder,Placed With Integrity Staffing,"Mesa, AZ",$70K/yr - $75K/yr · 4 benefits,On-site,Health,AZ,70.0,75.0,72.5
Clinical Geneticist ,Slone Partners,"Indianapolis, IN",$180K/yr - $200K/yr,On-site,Other,IN,180.0,200.0,190.0
Sr. Clinical Recruiter,HCR Home Care,"Rochester, NY","$60K/yr - $78K/yr + Bonus · Medical, +4 benefits",On-site,Other,NY,60.0,78.0,69.0
Dentist,Moses Lake Community Health Center,"Grant County, WA","$162.3K/yr - $243.5K/yr · 401(k), +1",On-site,Other,WA,162.3,243.5,202.9
Corporate Counsel ,Larson Maddox,"Nashville, TN",$150K/yr - $200K/yr,On-site,Law,TN,150.0,200.0,175.0
Human Recourses/Credentialing Specialist,Confidential,Greater Tampa Bay Area,$45K/yr - $60K/yr,Hybrid,Other,,45.0,60.0,52.5
Financial Controller,Discover Labs,Los Angeles Metropolitan Area,"$8,500/month - $9,500/month",Hybrid,Other,,8.5,9.5,9.0
Physical Therapist Assistant,Ridgecrest Regional Hospital,"Ridgecrest, CA",$31.67/hr - $52.23/hr,On-site,Other,CA,65.87360000000001,108.63839999999999,87.256
Registered Nurse-PRN ,"Advanced Correctional Healthcare, Inc.","Wilson, NC",$40/hr · Per diem · Correctional Health,On-site,Health,NC,83.2,83.2,83.2
Patient Navigator,"Pinnacle Fertility, Inc.","Bellevue, WA",$28/hr - $38/hr · Vision,On-site,Other,WA,58.24,79.04,68.64
Pediatric Physical Therapist ,Adventist Health,"Simi Valley, CA",$51.09/hr - $70.07/hr · 4 benefits,On-site,Other,CA,106.26720000000002,145.74559999999997,126.00639999999999
Real Estate Paralegal ,Larson Maddox,"Orange County, CA","$70K/yr - $100K/yr + Bonus, Stock options · 8 benefits",Hybrid,Law,CA,70.0,100.0,85.0
"Interim Director, Labor and Delivery",HCT Healthcare Transformation,"California, United States",$156K/yr - $166K/yr,On-site,Other,CA,156.0,166.0,161.0
Lead Mental Health Therapist,Pacific Clinics,"Glendora, CA","$69.9K/yr - $86.0K/yr · 401(k), +1",On-site,Health,CA,69.9,86.0,77.95
Benefits Manager,Green Key Resources,"New York, NY",$70K/yr - $85K/yr · 3 benefits,Hybrid,Other,NY,70.0,85.0,77.5
"Psychiatrist- Outpatient, Telehealth",Talkiatry,"Maryland, United States","$300K/yr - $350K/yr · Vision, 401(k), +6 benefits",Remote,Health,MD,300.0,350.0,325.0
Ultrasonographer | Towson,United Urology Group,"Towson, MD",$38/hr - $45/hr · Vision,On-site,Other,MD,79.04,93.6,86.32
Medical Surgical Nurse,Pride Health,"Wilmington, NC",$55/hr - $60/hr · Night · Medical-Surgical,On-site,Health,NC,114.4,124.8,119.6
Occupational Health Nurse Case Manager ,The Judge Group,"Chicago, IL",$38/hr - $39/hr · Day · Occupational Health +2,Hybrid,Health,IL,79.04,81.12,80.08000000000001
Payroll Associate - V,HireTalent - Diversity Staffing & Recruiting Firm,"Basking Ridge, NJ",$39/hr,On-site,Retail,NJ,81.12,81.12,81.12
Nurse Supervisor ,Insight Global,"Austin, TX",$60/hr - $100/hr · 4 benefits,On-site,Health,TX,124.8,208.0,166.4
RN Population Health Manager,Rady Children's Physician Management Services,"San Diego, CA",$120K/yr - $150K/yr · Day · Pediatrics & Neonatal +1,Hybrid,Health,CA,120.0,150.0,135.0
Epic Professional Billing Resolute Analyst ,Insight Global,Louisville Metropolitan Area,Up to $105K/yr · 4 benefits,Hybrid,Other,,105.0,105.0,105.0
Actuary - Individual Marketplace ,Centene Corporation,"Nevada, United States",$103.5K/yr - $191.6K/yr · Medical,Remote,Other,NV,103.5,191.6,147.55
Physical Therapist - Inpatient - Torrey Pines ,Scripps Health,"La Jolla, California, United States",$50.20/hr - $74.47/hr,On-site,Other,CA,104.416,154.8976,129.6568
Behavioral Health Clinician (BHT),"Child & Family Support Services, Inc","Phoenix, AZ",$21/hr - $25/hr · 6 benefits,Hybrid,Health,AZ,43.68,52.0,47.84
Night Nurse Practitioner or Physician Assistant – Hospital Medicine ,Apogee Physicians,"Jacksonville, NC",$150.2K/yr · Night · Primary Care,On-site,Health,NC,150.2,150.2,150.2
Physician Assistant Certified,Altea Healthcare,"Ivins, UT",$115K/yr - $140K/yr · 4 benefits,On-site,Other,UT,115.0,140.0,127.5
Healthcare Compliance Auditor ,EPITEC,"Detroit, MI",$30/hr - $35/hr · 4 benefits,On-site,Health,MI,62.4,72.8,67.6
Insurance Verification Specialist,Pride Health,"Morristown, NJ","$24/hr - $26/hr · 401(k), +1",On-site,Other,NJ,49.92,54.08,52.0
Clinical Pharmacy Technician II ,Option Care Health,"Jacksonville, FL","$17.84/hr - $29.73/hr · 401(k), Dental, Medical, Vision, +1",On-site,Other,FL,37.1072,61.8384,49.4728
INPATIENT PHYSICIAN ,The Institute for Family Health,"New York, NY",$56K/yr,Hybrid,Other,NY,56.0,56.0,56.0
Medical Office Coordinator,Ledgent Technology,"Baltimore, MD",$22/hr,Hybrid,Health,MD,45.76,45.76,45.76
Podiatrist,Allevio,"Plano, TX","$90K/yr - $110K/yr + Bonus, Commission, Profit sharing",On-site,Other,TX,90.0,110.0,100.0
Operations Controller ,Hayes Locums,"Fort Lauderdale, FL",$170K/yr - $185K/yr · 7 benefits,Hybrid,Other,FL,170.0,185.0,177.5
Human Resources Business Partner,North East Medical Services,"Daly City, CA","$112.2K/yr - $128.8K/yr · 401(k), Vision, +3 benefits",On-site,Business,CA,112.2,128.8,120.5
"Licensed Mental Health Counselor (Cherry Hill, Middlesex, West Caldwell, Succasunna, Freehold, Robbinsville) ",Mitchell Martin Inc.,"New Jersey, United States",$60K/yr - $75K/yr,On-site,Health,NJ,60.0,75.0,67.5
"Screening Sales Representative - Olympia, WA ",Exact Sciences,"Olympia, WA",$79K/yr - $118K/yr,Remote,Retail,WA,79.0,118.0,98.5
Director of Nursing (L&D),Trice Healthcare Staffing,"Grand Junction, CO",$110K/yr - $131K/yr,On-site,Other,CO,110.0,131.0,120.5
Medical Device Sales TM CT-RI,SMR Group Ltd,"Connecticut, United States",$150K/yr - $300K/yr · 5 benefits,Remote,Health,CT,150.0,300.0,225.0
Actuary - Individual Marketplace ,Centene Corporation,"West Virginia, United States",$103.5K/yr - $191.6K/yr · Medical,Remote,Other,VA,103.5,191.6,147.55
Registered Nurse ,Insight Global,"Hillsboro, OR",$83K/yr - $120K/yr · Day · Primary Care,On-site,Health,OR,83.0,120.0,101.5
Patient Access Representative,Pride Health,"Hackettstown, NJ","$24/hr - $25/hr · 401(k), +4 benefits",On-site,Other,NJ,49.92,52.0,50.96
RN ,Catholic Health,"West Islip, NY",$52.14/hr - $71.51/hr · Medical-Surgical · 2 benefits,On-site,Other,NY,108.4512,148.7408,128.596
Utilization Review Nurse - 236929 ,Medix™,"Lake County, IL",$100K/yr - $115K/yr · Evenings +1 · Emergency Department,On-site,Health,IL,100.0,115.0,107.5
Helicopter Pilot - HAA,Med-Trans Corporation,San Angelo Area,$93.8K/yr - $103.2K/yr · 401(k),On-site,Other,,93.8,103.2,98.5
LIMS/LIS Consultant ,Astrix,"Boston, MA",$85K/yr - $110K/yr · 3 benefits,Remote,Business,MA,85.0,110.0,97.5
Operating Room Registered Nurse - $15K Sign-On,GQR Healthcare,"Phoenix, AZ",$75K/yr - $95K/yr · Day · Neurology +1,On-site,Health,AZ,75.0,95.0,85.0
Operations Strategy Associate ,LifeStance Health,United States,"$70K/yr - $90K/yr · 401(k), +1",Remote,Retail,,70.0,90.0,80.0
"Remote Psychiatrist - FT/PT, Outpatient. 100% Telehealth",Talkiatry,"New Mexico, United States","$300K/yr - $350K/yr · Vision, 401(k), +6 benefits",Remote,Health,NM,300.0,350.0,325.0
Physician - Medical Leader/Senior Medical Leader (Escondido),Neighborhood Healthcare,"Escondido, CA",$303.5K/yr - $404.7K/yr,On-site,Health,CA,303.5,404.7,354.1
External Project Manager ,CONFLUX SYSTEMS,"Cary, NC",$41/hr - $43/hr,On-site,Other,NC,85.28,89.44,87.36
Customer Service Representative - Mandarin,Nxt Level,San Francisco Bay Area,$22/hr - $26/hr,Remote,Other,,45.76,54.08,49.92
HR Operations Coordinator,Averro,United States,"$38/hr - $44/hr · Medical, +3 benefits",Remote,Other,,79.04,91.52,85.28
"Family Nurse Practitioner-(Full Time with Benefits)- Atlanta, GA ",Marathon Health,"Marietta, GA","$130K/yr - $160K/yr · Primary Care · 401(k), +1",On-site,Health,GA,130.0,160.0,145.0
Laboratory Assistant,Pride Health,"Denver, CO","$18/hr - $20/hr · 401(k), +4 benefits",On-site,Other,CO,37.44,41.6,39.519999999999996
"Nursing Assistant (NA) / Nights / $3,000 Sign-On Bonus! ",Select Medical,"Wheeling, WV",$21.33/hr · Night · Critical and Intensive Care,On-site,Other,WV,44.36639999999999,44.36639999999999,44.36639999999999
Remote Outpatient Psychiatrist Positions in Vermont!,Talkiatry,"Vermont, United States","$300K/yr - $350K/yr · Vision, 401(k), +6 benefits",Remote,Other,VT,300.0,350.0,325.0
RN ,Catholic Health,"West Islip, NY",$52.14/hr - $71.51/hr · Medical-Surgical · 1,On-site,Other,NY,108.4512,148.7408,128.596
Certified Nurse Practitioner,Altea Healthcare,"Seal Beach, CA",$130K/yr - $165K/yr · Day · Nursing Education,On-site,Health,CA,130.0,165.0,147.5
Pharmacist,N2S Healthcare Staffing Solutions LLC,"Yuma, AZ",$87/hr - $131/hr,On-site,Other,AZ,180.96,272.48,226.72000000000003
Chief Financial Officer,N2S Healthcare Staffing Solutions LLC,"Minnesota, United States",$185K/yr - $222K/yr,On-site,Other,MN,185.0,222.0,203.5
RN Director - DPS - Home Health - Registered Nurse,Compass Healthcare Consulting and Placement,New York City Metropolitan Area,Up to $175K/yr · Day · Home Health,On-site,Health,NY,175.0,175.0,175.0
Supervisor Logistics ,Abbott,"North Chicago, IL",$83K/yr - $166K/yr,On-site,Other,IL,83.0,166.0,124.5
Patient Access Specialist ,Aquent,"Newark, CA",$34/hr - $38/hr,On-site,Other,CA,70.72,79.04,74.88
Data Python Quality Assurance,Pride Health,"New York, NY",$45/hr - $50/hr,Hybrid,Tech,NY,93.6,104.0,98.8
Screening Sales Representative ,Exact Sciences,"Gillette, WY",$79K/yr - $118K/yr,Remote,Retail,WY,79.0,118.0,98.5
Outpatient Psychiatrist- Remote Telehealth with Salary & Benefits!,Talkiatry,"Mississippi, United States","$300K/yr - $350K/yr · Vision, 401(k), +6 benefits",Remote,Health,MS,300.0,350.0,325.0
Epic Willow Specialty Pharmacy Certified Analyst ,Insight Global,New York City Metropolitan Area,$50/hr - $85/hr · 4 benefits,Hybrid,Other,NY,104.0,176.8,140.4
Leader of Operations - Medical Records Management,EXL Health,"Pittsburgh, PA",$45K/yr - $50K/yr · 6 benefits,On-site,Health,PA,45.0,50.0,47.5
Customer Service Representative - Vietnamese,Nxt Level,Los Angeles Metropolitan Area,$22/hr - $26/hr,Remote,Other,,45.76,54.08,49.92
Phlebotomist,Pride Health,"Amherst, NH","$17/hr - $23/hr · 401(k), +4 benefits",On-site,Other,NH,35.36,47.84,41.6
Long-Term Care Licensed Practical Nurse,Pride Health,"Seattle, WA",$35/hr - $40/hr · Day · Long-term Care,On-site,Health,WA,72.8,83.2,78.0
Labor and Delivery Nurse,ALOIS Healthcare,"Rowlett, TX",$32/hr - $53/hr · Night · Pediatrics & Neonatal,On-site,Health,TX,66.56,110.24,88.4
Clinical Psychologist,Sunrise Psychological Services,"Roseville, CA",$50K/yr - $200K/yr,Hybrid,Other,CA,50.0,200.0,125.0
Registered Nurse-PRN ,"Advanced Correctional Healthcare, Inc.","Sheboygan, WI",$40/hr - $48/hr · Per diem · Correctional Health,On-site,Health,WI,83.2,99.84,91.52000000000001
Driver Local Route ( Box Truck ) ,Stericycle,"Clinton, IL",$21/hr,On-site,Other,IL,43.68,43.68,43.68
Floating Medical Waste Technician ,Stericycle,"St Louis, MO",$24/hr,On-site,Health,MO,49.92,49.92,49.92
Behavior Analyst,TAG MedStaffing,"Philadelphia, PA",$28/hr · 5 benefits,On-site,Other,PA,58.24,58.24,58.24
Patient Access Representative,Pride Health,"Hackettstown, NJ","$23/hr - $25/hr · 401(k), +1",On-site,Other,NJ,47.84,52.0,49.92
Nursing Assistant – Medical Surgical - Enjoy up to a $5k Sign-on Bonus* ,Eisenhower Health,"Rancho Mirage, CA",$19.72/hr - $29.82/hr · Day · Medical-Surgical,On-site,Health,CA,41.0176,62.0256,51.5216
Marketing Communications Specialist ,Comrise,"Malvern, PA",$25/hr,Hybrid,Other,PA,52.0,52.0,52.0
"Vice President, Population Health Management ",Hudson Headwaters,"Queensbury, NY",$170K/yr - $200K/yr · 4 benefits,On-site,Health,NY,170.0,200.0,185.0
Actuary - Individual Marketplace ,Centene Corporation,"Cass County, ND",$103.5K/yr - $191.6K/yr · Medical,Remote,Other,ND,103.5,191.6,147.55
Staff Nurse - Emergency Room - Per Diem ,Tahoe Forest Health System,"Truckee, CA",$71.51/hr · Per diem · Emergency Department,On-site,Health,CA,148.7408,148.7408,148.7408
Chief Ultrasound Technologist Virtual Interview Event ,Catholic Health,"Roslyn, NY",$54.43/hr - $68/hr · 6 benefits,On-site,Other,NY,113.2144,141.44,127.3272
Contract Administrator,Lexicon Solutions,"Madison, WI",$25/hr - $30/hr,Hybrid,Other,WI,52.0,62.4,57.2
"Assistant Director - Personnel Management, HR Shared Services",NYC Health + Hospitals,"New York, NY",$80K/yr - $90K/yr,On-site,Other,NY,80.0,90.0,85.0
Licensed Clinical Social Worker ,TEEMA,United States,"$40/hr - $44/hr · Medical, +4 benefits",Remote,Other,,83.2,91.52,87.36
Senior Marketing Manager,MD Newsline,Greater Chicago Area,"$63K/yr - $120K/yr + Bonus, Profit sharing",Hybrid,Other,,63.0,120.0,91.5
Director of Nursing (RN) - Independent Living & Memory Care,Brown Deer Place,"Coralville, IA","$80K/yr - $83K/yr · 401(k), Vision, Medical, +1",On-site,Other,IA,80.0,83.0,81.5
Senior PACS Administrator,Orion Groups,United States,$140K/yr - $160K/yr,Remote,Other,,140.0,160.0,150.0
"Associate Counsel - Level B, Legal Affairs Claims & Litigation",NYC Health + Hospitals,"New York, NY",$120K/yr - $146.3K/yr,On-site,Retail,NY,120.0,146.3,133.15
Part Time Certified Health Coach,Pip Care,United States,$20/hr,Remote,Health,,41.6,41.6,41.6
Staff Psychiatrist ,California Correctional Health Care Services,"California, United States",$294.2K/yr - $471.6K/yr · 5 benefits,On-site,Other,CA,294.2,471.6,382.9
Maintenance Mechanic Lead - Offsite,Stony Brook Southampton Hospital,"Southampton, NY",$37.49/hr,On-site,Other,NY,77.97919999999999,77.97919999999999,77.97919999999999
